quote,author,tags
incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you dont,steve maraboli,"['change', 'control', 'empowerment', 'inspirational', 'lettinggo', 'life', 'motivational']"
i believe in god but not as one thing not as an old man in the sky i believe that what people call god is something in all of us i believe that what jesus and mohammed and buddha and all the rest said was right its just that the translations have gone wrong,john lennon,"['god', 'organizedreligion', 'religion', 'spirituality']"
a mother is the truest friend we have when trials heavy and sudden fall upon us when adversity takes the place of prosperity when friends desert us when trouble thickens around us still will she cling to us and endeavor by her kind precepts and counsels to dissipate the clouds of darkness and cause peace to return to our hearts,washington irving,['mother']
i know how devastated you must be to miss me but leave a message and ill try to ease your agony,richelle mead,['adrianivashkov']
did you really want to dieno one commits suicide because they want to diethen why do they do itbecause they want to stop the pain,tiffanie debartolo,"['intent', 'pain', 'suicide']"
the past is never where you think you left it,katherine anne porter,['past']
the homemaker has the ultimate career all other careers exist for one purpose only  and that is to support the ultimate career,cs lewis,['family']
i want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me,steve maraboli,"['action', 'beingloved', 'inspirational', 'life', 'love', 'relationships']"
there are moments when troubles enter our lives and we can do nothing to avoid thembut they are there for a reason only when we have overcome them will we understand why they were there,paulo coelho,"['encouragement', 'wisdom']"
you could say sorry suggested harry bluntly what and get attacked by another flock of canaries muttered ronwhat did you have to imitate her forshe laughed at my mustacheso did i it was the stupidest thing ive ever seen,jk rowling,['humormustache']
dreams are always crushing when they dont come true but its the simple dreams that are often the most painful because they seem so personal so reasonable so attainable youre always close enough to touch but never quite close enough to hold and its enough to break your heart,nicholas sparks,['lifedreams']
demon pox oh demon poxjust how is it acquiredone must go down to the bad part of townuntil one is very tireddemon pox oh demon pox i had it all alongnot the pox you foolish blocksi mean this very songfor i was right and you were wrongwill charlotte shouted over the noise have you lost your mind cease that infernal racket jem jem rising to his feet clapped his hands over wills mouth do you promise to be quiet he hissed into his friends earwill nodded blue eyes blazing tessa was staring at him in amazement they all were she had seen will many thingsamused bitter condescending angry pityingbut never giddy beforejem let him go all right thenwill slid to the floor his back against the armchair and threw up his arms a demon pox on all your houses he announced and yawnedoh god weeks of pox jokes said jem were in for it now,cassandra clare,"['demon', 'pox', 'will']"
we dream to give ourselves hope to stop dreaming  well thats like saying you can never change your fate,amy tan,"['dream', 'fate', 'hope']"
nothing travels faster than the speed of light with the possible exception of bad news which obeys its own special laws,douglas adams,"['humor', 'novelist', 'sciencefiction']"
in one aspect yes i believe in ghosts but we create them we haunt ourselves,laurie halse anderson,"['ghosts', 'haunt']"
fashion is a form of ugliness so intolerable that we have to alter it every six months,oscar wilde,['fashion']
great minds discuss ideas average minds discuss events small minds discuss people,henry thomas buckle,"['creativity', 'dreams', 'gossip', 'misattributedeleanorroosevelt', 'paraphrased']"
i dont mind making jokes but i dont want to look like one,marilyn monroe,"['appearance', 'jokes', 'marilynmonroe']"
nothing in life is to be feared it is only to be understood now is the time to understand more so that we may fear less,marie curie,"['fear', 'life', 'science', 'understanding']"
a small but noteworthy note ive seen so many young men over the years who think theyre running at other young men they are not they are running at me,markus zusak,"['death', 'war']"
im happy which often looks like crazy,david henry hwang,['happiness']
i guess thats what saying goodbye is always likelike jumping off an edge the worst part is making the choice to do it once youre in the air theres nothing you can do but let go,lauren oliver,"['beforeifall', 'youngadultfiction']"
most men would rather deny a hard truth than face it,george rr martin,"['denial', 'honesty', 'truth']"
men go to far greater lengths to avoid what they fear than to obtain what they desire,dan brown,"['desire', 'fear', 'humannature']"
life is either a daring adventure or nothing at all,helen keller,"['carpediem', 'challenges', 'enjoylife', 'life', 'risktaking']"
he felt that his whole life was some kind of dream and he sometimes wondered whose it was and whether they were enjoying it,douglas adams,['dreams']
there is a pleasure in the pathless woodsthere is a rapture on the lonely shorethere is society where none intrudesby the deep sea and music in its roari love not man the less but nature more,lord byron,"['nature', 'poetry', 'solitude']"
well shes not responding to my advances he observed more brightly than he felt so she must be dead or shes a woman of good taste and sense,cassandra clare,['clockworkangel']
im not in this world to live up to your expectations and youre not in this world to live up to mine,bruce lee,"['expectations', 'individuality', 'peerpressure', 'wisdom']"
freedom lies in being bold,robert frost,"['boldness', 'courage', 'freedom']"
gus it tastes likeme foodgus yes precisely it tastes like food excellently prepared but it does not taste how do i put this delicatelyme it does not taste like god himself cooked heaven into a series of five dishes which were then served to you accompanied by several luminous balls of fermented bubbly plasma while actual and literal flower petals floated down around your canalside dinner tablegus nicely phrasedguss father our children are weirdmy dad nicely phrased,john green,"['fooddiscussion', 'tfios']"
if you stay ill do whatever you want ill quit the band go with you to new york but if you need me to go away ill do that too i was talking to liz and she said maybe coming back to your old life would be too painful that maybe itd be easier for you to erase us and that would suck but id do it i can lose you like that if i dont lose you today ill let you go if you stay,gayle forman,"['infatuation', 'life', 'love', 'selfsacrifice']"
a paranoid is someone who knows a little of whats going on,william s burroughs,"['drugs', 'philosophy', 'politics']"
you are okay he asked not eaten by monstersnot even a little bit i showed him that i still had both arms and both legs and tyson clapped happilyyay he said now we can eat peanut butter sandwiches and ride fish ponies we can fight monsters and see annabeth and make things go boomi hoped he didnt mean all at the same time but i told him absolutely wed have a lot of fun this summer,rick riordan,"['annabethchase', 'olympians', 'peanutbutter', 'percyjackson', 'tyson']"
the impossible could not have happened therefore the impossible must be possible in spite of appearances,agatha christie,['impossible']
the best way to not feel hopeless is to get up and do something dont wait for good things to happen to you if you go out and make some good things happen you will fill the world with hope you will fill yourself with hope,barack obama,"['determination', 'helpingothers', 'hope', 'initiative', 'justdoit', 'proactivity', 'service', 'volunteerism', 'work']"
the surest way to corrupt a youth is to instruct him to hold in higher esteem those who think alike than those who think differently,friedrich nietzsche,"['corruption', 'individuality', 'peerpressure', 'youth']"
if you have the words theres always a chance that youll find the way,seamus heaney,"['expression', 'findingyourvoice', 'poetry']"
stories you read when youre the right age never quite leave you you may forget who wrote them or what the story was called sometimes youll forget precisely what happened but if a story touches you it will stay with you haunting the places in your mind that you rarely ever visit,neil gaiman,"['haunting', 'life', 'mind', 'stories', 'youth']"
many people will walk in and out of your life but only true friends will leave footprints in your heart,eleanor roosevelt,['friends']
i sit beside the fire and think of all that i have seenof meadow flowers and butterfliesin summers that have beenof yellow leaves and gossamerin autumns that there werewith morning mist and silver sunand wind upon my hairi sit beside the fire and thinkof how the world will bewhen winter comes without a spring that i shall ever seefor still there are so many thingsthat i have never seenin every wood in every springthere is a different greeni sit beside the fire and thinkof people long agoand people that will see a worldthat i shall never knowbut all the while i sit and thinkof times there were beforei listen for returning feet and voices at the door,jrr tolkien,"['life', 'time']"
have you tried talking to her no weve been punching her in the face repeatedly what you dont think that will work,cassandra clare,['humorsarcasm']
with enough courage you can do without a reputation,margaret mitchell,"['courage', 'reputation']"
name the greatest of all inventors accident,mark twain,['inventinghumor']
keep your face always toward the sunshine  and shadows will fall behind you,walt whitman,"['advicefordailyliving', 'inspirational', 'positiveattitude']"
watch out for intellectbecause it knows so much it knows nothingand leaves you hanging upside downmouthing knowledge as your heartfalls out of your mouth,anne sexton,"['intellect', 'love', 'poetry']"
all our dreams can come true if we have the courage to pursue them,walt disney,['dream']
imagination is like a muscle i found out that the more i wrote the bigger it got,philip jos farmer,"['imagination', 'writing']"
the advantage of a bad memory is that one enjoys several times the same good things for the first time,friedrich nietzsche,"['forgetfulness', 'forgetting', 'happiness', 'memory']"
your visions will become clear only when you can look into your own heart who looks outside dreams who looks inside awakes,cg jung,"['introspection', 'psychotherapist', 'secrets', 'selfawareness', 'visions']"
mental pain is less dramatic than physical pain but it is more common and also more hard to bear the frequent attempt to conceal mental pain increases the burden it is easier to say my tooth is aching than to say my heart is broken,cs lewis,"['depression', 'pain']"
alone yes thats the key word the most awful word in the english tongue murder doesnt hold a candle to it and hell is only a poor synonym,stephen king,"['horror', 'vampire']"
nothing takes the taste out of peanut butter quite like unrequited love,charles m schulz,"['humor', 'love']"
you cant wait for inspiration you have to go after it with a club,jack london,"['inspiration', 'onwriting', 'writing']"
when you trip over love it is easy to get up but when you fall in love it is impossible to stand again,albert einstein,['love']
usually we walk around constantly believing ourselves im okay we say im alright but sometimes the truth arrives on you and you cant get it off thats when you realize that sometimes it isnt even an answerits a question even now i wonder how much of my life is convinced,markus zusak,['truth']
the more clearly we can focus our attention on the wonders and realities of the universe about us the less taste we shall have for destruction,rachel carson,"['destruction', 'ecology', 'reality', 'universe', 'wonder']"
you think because he doesnt love you that you are worthless you think that because he doesnt want you anymore that he is right  that his judgement and opinion of you are correct if he throws you out then you are garbage you think he belongs to you because you want to belong to him dont its a bad word belong especially when you put it with somebody you love love shouldnt be like that did you ever see the way the clouds love a mountain they circle all around it sometimes you cant even see the mountain for the clouds but you know what you go up top and what do you see his head the clouds never cover the head his head pokes through beacuse the clouds let him they dont wrap him up they let him keep his head up high free with nothing to hide him or bind him you cant own a human being you cant lose what you dont own suppose you did own him could you really love somebody who was absolutely nobody without you you really want somebody like that somebody who falls apart when you walk out the door you dont do you and neither does he youre turning over your whole life to him your whole life girl and if it means so little to you that you can just give it away hand it to him then why should it mean any more to him he cant value you more than you value yourself,toni morrison,"['emotion', 'love', 'selfrespect', 'value']"
so light a fire harry choked yesof coursebut theres no wood  have you gone mad ron bellowed are you a witch or not,jk rowling,['witch']
i decided it is better to scream silence is the real crime against humanity,nadezhda mandelstam,"['silence', 'voice']"
whoever is careless with the truth in small matters cannot be trusted with important matters,albert einstein,"['character', 'honesty', 'integrity']"
will rolled up his sleeves well probably have to knock down the door or said jem reaching out and giving the knob a twist not the door swung open onto a rectangle of darkness now thats simply laziness said will,cassandra clare,['clockworkangel']
i am both happy and sad at the same time and im still trying to figure out how that could be,stephen chbosky,"['confused', 'happy', 'sad']"
another belief of mine that everyone else my age is an adult whereas i am merely in disguise,margaret atwood,['ageadult']
autumn is a second spring when every leaf is a flower,albert camus,['autumn']
atticus said to jem one day id rather you shot at tin cans in the backyard but i know youll go after birds shoot all the blue jays you want if you can hit em but remember its a sin to kill a mockingbird that was the only time i ever heard atticus say it was a sin to do something and i asked miss maudie about it your fathers right she said mockingbirds dont do one thing except make music for us to enjoy they dont eat up peoples gardens dont nest in corn cribs they dont do one thing but sing their hearts out for us thats why its a sin to kill a mockingbird,harper lee,['scout']
being with you never felt wrong its the one thing i did right youre the one thing i did right,becca fitzpatrick,"['crescendo', 'love', 'patch']"
is man merely a mistake of gods or god merely a mistake of man,friedrich nietzsche,"['atheism', 'organizedreligion', 'paradox', 'religion']"
shoot for the moon even if you miss youll land among the stars,norman vincent peale,['inspirational']
for me i am driven by two main philosophies know more today about the world than i knew yesterday and lessen the suffering of others youd be surprised how far that gets you,neil degrasse tyson,"['compassion', 'inspiration', 'inspirational', 'knowledge', 'learning', 'philosophy', 'science', 'values']"
there is a place in the heart thatwill never be filleda spaceand even during thebest momentsandthe greatest timestimeswe will know itwe will know itmore thaneverthere is a place in the heart thatwill never be filledandwe will waitandwaitin that space,charles bukowski,"['death', 'inspirational']"
i decided as long as im going to hell i might as well do it thoroughly,stephenie meyer,"['host', 'ian', 'jamie', 'jared', 'melanie', 'unclejeb', 'wanda']"
youll get over it its the clichs that cause the trouble to lose someone you love is to alter your life for ever you dont get over it because it is the person you loved the pain stops there are new people but the gap never closes how could it the particularness of someone who mattered enough to grieve over is not made anodyne by death this hole in my heart is in the shape of you and noone else can fit it why would i want them to,jeanette winterson,"['loss', 'love']"
do not set aside your happiness do not wait to be happy in the future the best time to be happy is always now,roy t bennett,"['happiness', 'happy', 'inspiration', 'inspirational', 'inspirationalquotes', 'inspire', 'inspiring', 'life', 'lifequotes', 'living', 'livingnow', 'optimism', 'optimistic', 'positive', 'positiveaffirmation', 'positivelife', 'positivethinking']"
good sex is like good bridge if you dont have a good partner youd better have a good hand,mae west,"['humor', 'sex']"
and then i have nature and art and poetry and if that is not enough what is enough,vincent willem van gogh,"['art', 'nature', 'poetry', 'suicide']"
how do i love thee let me count the waysi love thee to the depth and breadth and heightmy soul can reach,elizabeth barrett browning,"['love', 'sonnet']"
he was the crazy one who had painted himself black and defeated the worldshe was the book thief without the wordstrust me though the words were on their way and when they arrived liesel would hold them in her hands like the clouds and she would wring them out like rain,markus zusak,"['books', 'meaning', 'patience', 'words']"
whenever people agree with me i always feel i must be wrong,oscar wilde,['agree']
i was not a pet not a doll not an animali was a survivor and i was strongi would not be weak or helpless again i would not could not be broken tamed,sarah j maas,"['acourtofmistandfury', 'acomaf', 'feyre']"
without you in my arms i feel an emptiness in my soul i find myself searching the crowds for your face  i know its an impossibility but i cannot help myself,nicholas sparks,"['grief', 'love']"
women want love to be a novel men a short story,daphne du maurier,['writing']
when i do good i feel good when i do bad i feel bad thats my religion,abraham lincoln,"['abrahamlincoln', 'religion']"
of course motivation is not permanent but then neither is bathing but it is something you should do on a regular basis,zig ziglar,"['bathing', 'humor', 'motivation']"
never miss a good chance to shut up,will rogers,"['advice', 'funny', 'reticence', 'silence']"
if all the world hated you and believed you wicked while your own conscience approved of you and absolved you from guilt you would not be without friends,charlotte bront,"['conscience', 'innocence']"
i hate men who are afraid of womens strength,anas nin,"['empowerment', 'feminism', 'woman', 'womensstrenth']"
never marry at all dorian men marry because they are tired women because they are curious both are disappointed,oscar wilde,"['disappointment', 'doriangray', 'marriage', 'men', 'relationships', 'women']"
wellread people are less likely to be evil,lemony snicket,['humorreading']
there will be a few times in your life when all your instincts will tell you to do something something that defies logic upsets your plans and may seem crazy to others when that happens you do it listen to your instincts and ignore everything else ignore logic ignore the odds ignore the complications and just go for it,judith mcnaught,"['attitude', 'inspirationalquotes', 'lifelessons', 'robertfoster']"
i suffer from girlnextdooritis where the guy is friends with you and thats it,taylor swift,['relationships']
what draws people to be friends is that they see the same truth they share it,c s lewis,['lovefriendship']
look at everything always as though you were seeing it either for the first or last time thus is your time on earth filled with glory,betty smith,"['awareness', 'wonder']"
behind this mask there is more than just flesh beneath this mask there is an idea and ideas are bulletproof,alan moore,['ideas']
the course of true love never did run smooth,william shakespeare,"['love', 'truelove']"
the best way out is always through,robert frost,"['feelings', 'persistence', 'problems']"
science is not only compatible with spirituality it is a profound source of spirituality,carl sagan,"['metaphysics', 'philosophy', 'science', 'senseofwonder', 'spirituality']"
how long was i asleep she whispered he didnt respond how long was i asleep she asked again and noticed a hint of red in his cheeks you were asleep too until you began drooling on my shoulder,sarah j maas,"['celaenasardothien', 'chaolwestfall', 'throneofglass']"
sometimes the best way to help someone is just to be near them,veronica roth,['comfort']
you believe in a book that has talking animals wizards witches demons sticks turning into snakes burning bushes food falling from the sky people walking on water and all sorts of magical absurd and primitive stories and you say that we are the ones that need help,mark twain,['booksbible']
i am awfully greedy i want everything from life i want to be a woman and to be a man to have many friends and to have loneliness to work much and write good books to travel and enjoy myself to be selfish and to be unselfish you see it is difficult to get all which i want and then when i do not succeed i get mad with anger,simone de beauvoir,"['anger', 'books', 'friends', 'greedy', 'life', 'loneliness', 'man', 'myself', 'selfish', 'travel', 'woman', 'work', 'write']"
whats up i askedyou tell me he said you were the one about ready to start making out with adrianit was an experiment i said it was part of my therapywhat the hell kind of therapy are you in,richelle mead,"['fight', 'humor']"
this is a new year a new beginning and things will change,taylor swift,"['change', 'freshstarts', 'newbeginnings', 'reinvention', 'time']"
district 12 where you can starve to death in safety,suzanne collins,['youngadultfiction']
why do beautiful songs make you sad because they arent true never nothing is beautiful and true,jonathan safran foer,"['beauty', 'music', 'sadness']"
there must be something in books something we cant imagine to make a woman stay in a burning house there must be something there you dont stay for nothing,ray bradbury,"['books', 'censorship']"
now that she had nothing to lose she was free,paulo coelho,['freedom']
luxury is not a necessity to me but beautiful and good things are,anais nin,['life']
it would seem that our lord finds our desires not too strong but too weak we are halfhearted creatures fooling about with drink and sex and ambition when infinite joy is offered us like an ignorant child who wants to go on making mud pies in a slum because he cannot imagine what is meant by the offer of a holiday at the sea we are far too easily pleased,cs lewis,['christianity']
i guess by now i should know enough about loss to realize that you never really stop missing someoneyou just learn to live around the huge gaping hole of their absence,alyson noel,"['alyson', 'evermore', 'immortals', 'loss', 'noel']"
whats terrible is to pretend that secondrate is firstrate to pretend that you dont need love when you do or you like your work when you know quite well youre capable of better,doris lessing,['inspirational']
all thinking men are atheists,ernest hemingway,"['atheism', 'inspirational']"
courage isnt having the strength to go on  it is going on when you dont have strength,napoleon bonaparte,"['courage', 'inspirational', 'strength']"
antiintellectualism has been a constant thread winding its way through our political and cultural life nurtured by the false notion that democracy means that my ignorance is just as good as your knowledge,isaac asimov,"['democracy', 'elite', 'elitism', 'elitist', 'voter', 'voting']"
the sunlight claps the earth and the moonbeams kiss the sea what are all these kissings worth if thou kiss not me,percy bysshe shelley,"['kiss', 'love', 'nature']"
the most terrible poverty is loneliness and the feeling of being unloved,mother teresa,['loneliness']
the worst type of crying wasnt the kind everyone could seethe wailing on street corners the tearing at clothes no the worst kind happened when your soul wept and no matter what you did there was no way to comfort it a section withered and became a scar on the part of your soul that survived for people like me and echo our souls contained more scar tissue than life,katie mcgarry,"['crying', 'depression', 'grief', 'hurt', 'pain', 'sadness']"
to survive you must tell stories,umberto eco,['storieswriting']
a girl calls and asks does it hurt very much to diewell sweetheart i tell her yes but it hurts a lot more to keep living,chuck palahniuk,"['death', 'living']"
however many holy words you read however many you speak what good will they do you if you do not act on upon them,buddha siddhartha guatama shakyamuni,['inspirational']
he who knows all the answers has not been asked all the questions,confucius,['wisdom']
let no one ever come to you without leaving better and happier be the living expression of gods kindness kindness in your face kindness in your eyes kindness in your smile,mother teresa,['happiness']
the more i read the more i acquire the more certain i am that i know nothing,voltaire,"['learning', 'selfknowledge', 'wisdom']"
you get what anybody gets  you get a lifetime,neil gaiman,['life']
feminism is the radical notion that women are human beings,cheris kramarae,"['feminism', 'women']"
all human wisdom is contained in these two words  wait and hope,alexandre dumas,['bookthecountofmontecristo']
oh were playing nice now shall we have tea first brew up a nice pot of kissmyass,julie kagawa,"['humor', 'puck']"
stop fighting me he said trying to pull on the arm he heldhe was in a precarious position himself straddling the rail as he tried to lean over far enough to get me and actually hold onto melet go of me i yelled backbut he was too strong and managed to haul most of me over the rail enough so that i wasnt in total danger of falling againsee heres the thing in that moment before i let go i really had been contemplating my death id come to terms with it and accepted it i also however had known dimitri might do something exactly like this he was just that fast and that good that was why i was holding my stake in the hand that was dangling freei looked him in the eye i will always love youthen i plunged the stake into his chestit wasnt as precise a blow as i would have liked not with the skilled way he was dodging i struggled to get the stake in deep enough to his heart unsure if i could do it from this angle then his struggles stopped his eyes stared at me stunned and his lips parted almost into a smile albeit a grisly and pained onethats what i was supposed to say   he gasped outthose were his last words,richelle mead,"['blood', 'bridge', 'death', 'dhampir', 'dimitri', 'love', 'magic', 'promise', 'rose', 'stake', 'strigoi']"
no good deed goes unpunished,oscar wilde,['humor']
the desire to reach for the stars is ambitious the desire to reach hearts is wise,maya angelou,"['ambition', 'inspirational', 'wisdom']"
the things we love destroy us every time lad remember that,george rr martin,"['love', 'mormont']"
man is the cruelest animal,friedrich nietzsche,"['animals', 'cruelty', 'evil', 'man']"
always be a first rate version of yourself and not a second rate version of someone else,judy garland,"['beyourself', 'greatness', 'individuality']"
sometimes you lose a battle but mischief always wins the war,john green,['alaskayoung']
god alert blackjack yelled its the wine dudemr d sighed in exasperation the next person or horse who calls me the wine dude will end up in a bottle of merlot,rick riordan,"['blackjack', 'dionysus', 'percyjackson']"
humor is reason gone mad,groucho marx,"['humor', 'reason']"
it is nothing to die it is frightful not to live,victor hugo,"['death', 'livinglife']"
maybe this world is another planets hell,aldous huxley,"['hell', 'life']"
seventeen eh said hagrid as he accepted a bucketsized glass of wine from fredsix years to the day we met harry dyeh remember itvaguely said harry grinning up at him didnt you smash down the front door give dudley a pigs tail and tell me i was a wizardi forge the details hagrid chortled,jk rowling,"['birthday', 'dursley', 'hagrid', 'harrypotter', 'humor', 'pig', 'wizard']"
scars have the strange power to remind us that our past is real,cormac mccarthy,"['healing', 'injuries', 'memory', 'past', 'reality', 'scars', 'time']"
we learn from failure not from success,bram stoker,"['doubt', 'experience', 'learning', 'mistakes', 'records', 'wisdom']"
god does not play dice with the universe he plays an ineffable game of his own devising which might be compared from the perspective of any of the other players ie everybody to being involved in an obscure and complex variant of poker in a pitchdark room with blank cards for infinite stakes with a dealer who wont tell you the rules and who smiles all the time,terry pratchett,"['einstein', 'gaiman', 'god', 'humor']"
marriage can wait education cannot,khaled hosseini,"['education', 'marriage']"
we dont need a list of rights and wrongs tables of dos and donts we need books time and silence thou shalt not is soon forgotten but once upon a time lasts forever,philip pullman,"['books', 'inspirational']"
the greatness of a nation and its moral progress can be judged by the way its animals are treated,mahatma gandhi,"['animals', 'ethics', 'gandhi', 'morals']"
there are much worse games to play,suzanne collins,"['katniss', 'mockingjay']"
i never forget a face but in your case ill be glad to make an exception,groucho marx,['humor']
this is where it all begins everything starts here today,david nicholls,"['hope', 'love']"
but until a person can say deeply and honestly i am what i am today because of the choices i made yesterday that person cannot say i choose otherwise,stephen r covey,"['choices', 'misattributedeleanorroosevelt']"
i know not all that may be coming but be it what it will ill go to it laughing,herman melville,"['adventure', 'laughter']"
do you not see how necessary a world of pains and troubles is to school an intelligence and make it a soul,john keats,"['art', 'depression', 'growth', 'life', 'pain', 'suffering', 'wisdom']"
a short story is a different thing altogether  a short story is like a quick kiss in the dark from a stranger,stephen king,"['reading', 'writing']"
to give pleasure to a single heart by a single act is better than a thousand heads bowing in prayer,mahatma gandhi,['inspiration']
there are perhaps many causes worth dying for but to me certainly there are none worth killing for,albert dietrich,"['martyrdom', 'misattributedtoalbertcamus', 'pacifism', 'principles', 'war']"
dont let the muggles get you down,jk rowling,"['encouragement', 'muggles', 'wit']"
he allowed himself to be swayed by his conviction that human beings are not born once and for all on the day their mothers give birth to them but that life obliges them over and over again to give birth to themselves,gabriel garca mrquez,"['birth', 'identity', 'life', 'self']"
no great mind has ever existed without a touch of madness,aristotle,"['aristotle', 'genius', 'greatminds', 'madness']"
the mountains are calling and i must go,john muir,['nature']
my religion is very simple my religion is kindness,dalai lama xiv,"['buddism', 'kindness', 'religion']"
five exclamation marks the sure sign of an insane mind,terry pratchett,"['books', 'humor']"
she was a genius of sadness immersing herself in it separating its numerous strands appreciating its subtle nuances she was a prism through which sadness could be divided into its infinite spectrum,jonathan safran foer,"['grief', 'mourning', 'sadness', 'sorrow', 'suffering']"
there is no such thing as a broken family family is family and is not determined by marriage certificates divorce papers and adoption documents families are made in the heart the only time family becomes null is when those ties in the heart are cut if you cut those ties those people are not your family if you make those ties those people are your family and if you hate those ties those people will still be your family because whatever you hate will always be with you,c joybell c,"['brokenfamilies', 'divorce', 'family', 'familyties', 'forgiveness', 'hate', 'inspirationallife', 'inspirationalquotes', 'lettinggo', 'marriage', 'movingon', 'soulties', 'thenatureoffamily', 'truefamily']"
youre something between a dream and a miracle,elizabeth barrett browning,['dream']
reading is like thinking like praying like talking to a friend like expressing your ideas like listening to other peoples ideas like listening to music like looking at the view like taking a walk on the beach,roberto bolao,"['books', 'reading']"
but if thought corrupts language language can also corrupt thought,george orwell,"['language', 'powerofwords', 'propaganda', 'thought']"
instructions for living a life pay attention be astonished tell about it,mary oliver,['lifelessons']
after a good dinner one can forgive anybody even ones own relations,oscar wilde,"['family', 'food', 'thanksgiving']"
the role of a writer is not to say what we can all say but what we are unable to say,anais nin,['writing']
lovers dont finally meet somewhere theyre in each other all along,mawlana jalalaldin rumi,['lovers']
fear is a phoenix you can watch it burn a thousand times and still it will return,leigh bardugo,['fear']
its so much darker when a light goes out than it would have been if it had never shone,john steinbeck,"['absence', 'loss']"
my grandmother started walking five miles a day when she was sixty shes ninetyseven now and we dont know where the heck she is,ellen degeneres,"['age', 'exercise', 'family', 'grandmothers', 'grandparents', 'humor', 'walking']"
the way to get started is to quit talking and begin doing,walt disney,"['motivation', 'success']"
death is so terribly final while life is full of possibilities,george rr martin,"['death', 'life']"
freedom n to ask nothing to expect nothing to depend on nothing,ayn rand,['independence']
im going to keep going until i succeed  or die dont think i dont know how this might end ive known it for years,jk rowling,['harrypotter']
i know some who are constantly drunk on books as other men are drunk on whiskey,hl mencken,"['bibliophiles', 'booklovers', 'whiskey']"
if you want a picture of the future imagine a boot stamping on a human facefor ever,george orwell,['future']
literature is a luxury fiction is a necessity,gk chesterton,"['books', 'literature', 'onfiction']"
if you are a student you should always get a good nights sleep unless you have come to the good part of your book and then you should stay up all night and let your schoolwork fall by the wayside a phrase which means flunk,lemony snicket,['humor']
stars hide your fires let not light see my black and deep desires,william shakespeare,"['concealment', 'darkplans', 'darkness', 'stealth']"
we are all born sexual creaturesthank god but its a pity so many people despise and crush this natural gift,marilyn monroe,"['beauty', 'femininity', 'sex']"
there is a saying in tibetan tragedy should be utilized as a source of strengthno matter what sort of difficulties how painful experience is if we lose our hope thats our real disaster,dalai lama xiv,"['hope', 'life', 'pain', 'strength', 'tragedy']"
it is easy in the world to live after the worlds opinion it is easy in solitude to live after our own but the great man is he who in the midst of the crowd keeps with perfect sweetness the independence of solitude,ralph waldo emerson,"['essay', 'inspirational', 'lecture', 'nonfiction', 'philosophy', 'selfreliance', 'socialcommentary', 'transcendentalism']"
life has no remoteget up and change it yourself,mark a cooper,"['confidence', 'inspirational', 'inspirationalattitude', 'life', 'lifephilosophy', 'optimism', 'powerofwords']"
i want to be the friend you fall hopelessly in love with the one you take into your arms and into your bed and into the private world you keep trapped in your head i want to be that kind of friend the one who will memorize the things you say as well as the shape of your lips when you say them i want to know every curve every freckle every shiver of your body i want to know where to touch you i want to know how to touch you i want to know convince you to design a smile just for me yes i do want to be your friend i want to be your best friend in the entire world,tahereh mafi,['love']
and then i felt sad because i realized that once people are broken in certain ways they cant ever be fixed and this is something nobody ever tells you when you are young and it never fails to surprise you as you grow older as you see the people in your life break one by one you wonder when your turn is going to be or if its already happened,douglas coupland,['lifelessons']
jane be still dont struggle so like a wild frantic bird that is rending its own plumage in its desperationi am no bird and no net ensnares me i am a free human being with an independent will which i now exert to leave you,charlotte bront,"['freedom', 'inspirational', 'literature']"
music is  a higher revelation than all wisdom  philosophy,ludwig van beethoven,"['music', 'philosophy', 'revelation', 'wisdom']"
when things break its not the actual breaking that prevents them from getting back together again its because a little piece gets lost  the two remaining ends couldnt fit together even if they wanted to the whole shape has changed,john green,"['inspirational', 'life']"
to lose balance sometimes for love is part of living a balancedlife,elizabeth gilbert,['love']
damn claire warn a guy before you do a faceplant on the floor next time i could have looked all heroic and caught you or something shane,rachel caine,"['funny', 'morganvillevampires']"
we are always the same age inside,gertrude stein,['selfconfidence']
man often becomes what he believes himself to be if i keep on saying to myself that i cannot do a certain thing it is possible that i may end by really becoming incapable of doing it on the contrary if i have the belief that i can do it i shall surely acquire the capacity to do it even if i may not have it at the beginning,mahatma gandhi,"['abilities', 'capability', 'confidence', 'optimism', 'possibility', 'skills', 'strength']"
ask for what you want and be prepared to get it,maya angelou,['inspirational']
never leave a friend behind friends are all we have to get us through this lifeand they are the only things from this world that we could hope to see in the next,dean koontz,['friendship']
it is not the length of life but the depth,ralph waldo emerson,['life']
when im good im very good but when im bad im better,mae west,"['goodness', 'sexuality', 'virtue']"
others have seen what is and asked why i have seen what could be and asked why not,pablo picasso,"['creativity', 'inspirational']"
the feelings that hurt most the emotions that sting most are those that are absurd  the longing for impossible things precisely because they are impossible nostalgia for what never was the desire for what could have been regret over not being someone else dissatisfaction with the worlds existence all these halftones of the souls consciousness create in us a painful landscape an eternal sunset of what we are,fernando pessoa,"['hope', 'longing', 'pain', 'regret', 'yearning']"
i think and think and think ive thought myself out of happiness one million times but never once into it,jonathan safran foer,"['happiness', 'thinking', 'wisedom']"
holding people away from you and denying yourself love that doesnt make you strong if anything it makes you weaker because youre doing it out of fear,sarah dessen,"['sarahdessen', 'thislullaby']"
